Bacteroides_xylanisolvens_SD_CC_2a,4915
Bacteroides_xylanisolvens_SD_CC_1b,4921
Erysipelotrichaceae_bacterium_21_3,8648
Methanobrevibacter_smithii_DSM_2375,3418
Clostridiales_butyrate-producing_bacterium_SSC-2,2771
Corynebacterium_sp._HFH0082,4240
Roseburia_intestinalis_XB6B4,3630
Escherichia_coli_MS_84-1,11420
Ruminococcus_torques_L2-14,2798
Anaerostipes_sp._3_2_56FAA,6738
Helicobacter_pylori_GAM246Ai,3414
Megamonas_hypermegale_ART12-1,2118
Escherichia_coli_MS_60-1,11298
Eubacterium_rectale_M104-1,3212
Escherichia_coli_MS_69-1,10964
Ruminococcus_obeum_A2-162,3155
Roseburia_intestinalis_M50-1,3478
Escherichia_coli_MS_78-1,9984
Coprococcus_sp._HPP0074,5726
Bacteroides_eggerthii_DSM_20697,7422
Anaerobaculum_hydrogeniformans_ATCC_BAA-1850,5000
Clostridium_sp._M62-1,8328
Fusobacterium_varium_ATCC_27725,6016
Fusobacterium_mortiferum_ATCC_9817,5076
Citrobacter_youngae_ATCC_29220,10556
Enterobacter_cancerogenus_ATCC_35316,9236
Edwardsiella_tarda_ATCC_23685,7928
Enterococcus_faecalis_TX2134,6392
Helicobacter_pylori_GAM93Bi,3386
Helicobacter_pylori_HP116Bi,3376
Lachnospiraceae_bacterium_3_1_57FAA_CT1,13070
Lachnospiraceae_bacterium_2_1_58FAA,7068
Lachnospiraceae_bacterium_5_1_57FAA,6742
Bifidobacterium_breve_DSM_20213_=_JCM_1192,4526
Escherichia_coli_4_1_47FAA,10612
Helicobacter_pylori_GAM83Bi,3322
Lachnospiraceae_bacterium_5_1_63FAA,6074
Helicobacter_pylori_GAM96Ai,3428
Lachnospiraceae_bacterium_7_1_58FAA,11814
Helicobacter_pylori_GAM101Biv,3322
Bacteroides_sp._3_1_19,4248
Helicobacter_pylori_HP250BFiii,3252
Bacteroides_sp._D22,4931
Faecalibacterium_prausnitzii_M21-2,6986
Clostridium_sp._SS2-1,6334
Bifidobacterium_sp._12_1_47BFAA,4086
Prevotella_oralis_HGA0225,4708
Bacteroides_clarus_YIT_12056,6544
Phascolarctobacterium_succinatutens_YIT_12067,4300
Succinatimonas_hippei_YIT_12066,4338
Klebsiella_pneumoniae_subsp._pneumoniae_WGLW3,10318
Paraprevotella_xylaniphila_YIT_11841,6884
Veillonella_sp._6_1_27,1843
Anaerostipes_caccae_DSM_14662,7496
Helicobacter_pylori_GAM252T,3234
Listeria_innocua_ATCC_33091,5876
Sutterella_wadsworthensis_2_1_59BFAA,4738
Bacteroides_cellulosilyticus_DSM_14838,11438
Helicobacter_pylori_HP250BSi,3252
Weissella_paramesenteroides_ATCC_33313,3904
Hafnia_alvei_ATCC_51873,9800
Lactobacillus_reuteri_SD2112,2246
Coprobacillus_sp._8_2_54BFAA,7282
Lactobacillus_reuteri_MM4-1A,2095
Escherichia_sp._4_1_40B,8996
Enterococcus_faecalis_TX4244,5804
Escherichia_sp._3_2_53FAA,5353
Escherichia_sp._1_1_43,8962
Dysgonomonas_mossii_DSM_22836,6858
Enterococcus_saccharolyticus_30_1,6022
Fusobacterium_periodonticum_1_1_41FAA,2325
Eubacterium]_siraeum_V10Sc8a,2211
Helicobacter_pylori_GAM121Aii,3400
Alistipes_shahii_WAL_8301,2563
Coprococcus_sp._ART55-1,2128
Eubacterium]_cylindroides_T2-87,1442
Helicobacter_pylori_GAM239Bi,3348
Lactobacillus_reuteri_JCM_1112,1820
Escherichia_coli_MS_45-1,10476
Lactobacillus_sp._7_1_47FAA,2362
Pseudomonas_sp._2_1_26,12098
Helicobacter_pylori_GAM260BSi,3254
Helicobacter_pylori_GAM260Bi,3402
Anaerofustis_stercorihominis_DSM_17244,4662
Subdoligranulum_sp._4_3_54A2FAA,8210
Alistipes_putredinis_DSM_17216,5484
Tannerella_sp._6_1_58FAA_CT1,6420
Anaerotruncus_colihominis_DSM_17241,8854
Klebsiella_sp._1_1_55,5010
Coprococcus_sp._HPP0048,5208
Bacteroides_sp._9_1_42FAA,4871
Helicobacter_pylori_HP260ASii,3364
Bifidobacterium_longum_subsp._longum_JCM_1217,1924
Bacteroides_sp._D1,9372
Lactobacillus_fermentum_IFO_3956,1843
Bifidobacterium_longum_subsp._infantis_ATCC_15697_=_JCM_1222_=_DSM_20088,2552
Paenibacillus_sp._HGF7,5992
Eubacterium_ventriosum_ATCC_27560,5604
Dorea_longicatena_DSM_13814,5940
Dorea_formicigenerans_ATCC_27755,3277
Eubacterium_rectale_DSM_17629,2898
Ruminococcus_torques_ATCC_27756,5750
Coprococcus_catus_GD-7,2985
Bacteroides_ovatus_ATCC_8483,11072
Lactobacillus_helveticus_DSM_20075,4156
Lactobacillus_amylolyticus_DSM_11664,1684
Erysipelotrichaceae_bacterium_5_2_54FAA,5744
Dermabacter_sp._HFH0086,4266
Clostridium_sp._HGF2,4201
Parabacteroides_johnsonii_DSM_18315,9030
Roseburia_intestinalis_L1-82,9414
Acinetobacter_junii_SH205,3186
Escherichia_coli_MS_146-1,9910
Acinetobacter_radioresistens_SH164,2874
Eggerthella_sp._HGA1,3021
Bacteroides_sp._2_1_16,4609
Bacteroides_sp._2_1_22,4748
Enterobacter_cloacae_subsp._cloacae_NCTC_9394,3725
Faecalibacterium_prausnitzii_L2-6,2756
Bifidobacterium_longum_subsp._longum_F8,1682
Bacteroides_stercoris_ATCC_43183,7554
Ruminococcus_gnavus_ATCC_29149,3913
Pseudoflavonifractor_capillosus_ATCC_29799,4829
Clostridium]_scindens_ATCC_35704,7990
Eubacterium]_hallii_DSM_3353,3233
Lactobacillus_rhamnosus_ATCC_21052,6028
Helicobacter_pylori_HP250AFiV,3236
Actinomyces_sp._HPA0247,4014
Acidaminococcus_sp._HPA0509,4216
Bifidobacterium_breve_HPH0326,4274
Helicobacter_pylori_HP260Bi,3398
Clostridium]_bolteae_ATCC_BAA-613,14568
Clostridium]_methylpentosum_DSM_5476,7814
Lachnospiraceae_bacterium_2_1_46FAA,4156
Blautia_hansenii_DSM_20583,6342
Bifidobacterium_gallicum_DSM_20093_=_LMG_11596,1918
Roseburia_inulinivorans_DSM_16841,4415
Coprobacillus_sp._29_1,7690
Lachnospiraceae_bacterium_1_4_56FAA,6382
Bifidobacterium_bifidum_NCIMB_41171,1852
Erysipelotrichaceae_bacterium_3_1_53,7714
Lachnospiraceae_bacterium_1_1_57FAA,5510
Eubacterium_sp._3_1_31,5746
Enterococcus_faecalis_TX1342,5586
Enterococcus_faecalis_TX1346,5654
Escherichia_coli_MS_187-1,8978
Enterococcus_faecalis_TX1302,5706
Enterococcus_faecalis_TX1341,6070
Escherichia_coli_MS_182-1,10634
Gordonibacter_pamelaeae_7-10-1-b,2027
Escherichia_coli_MS_185-1,10388
Bacteroides_xylanisolvens_XB1A,4407
Enterococcus_faecalis_TX1467,7020
Escherichia_coli_MS_175-1,9740
Fusobacterium_necrophorum_D12,3666
Fusobacterium_ulcerans_ATCC_49185,6382
Fusobacterium_nucleatum_subsp._animalis_7_1,4838
Helicobacter_pylori_GAM115Ai,3484
Helicobacter_bilis_ATCC_43879,4538
Eggerthella_sp._1_3_56FAA,5872
Sutterella_wadsworthensis_HGA0223,4824
Lachnospiraceae_bacterium_3_1_46FAA,5880
Klebsiella_sp._4_1_44FAA,10696
Lachnospiraceae_bacterium_8_1_57FAA,5270
Fusobacterium_nucleatum_subsp._vincentii_4_1_13,2154
Helicobacter_pylori_GAM71Ai,3324
Helicobacter_pylori_GAM268Bii,3402
Helicobacter_pylori_GAM270ASi,3376
Fusobacterium_ulcerans_12-1B,7118
Fusobacterium_periodonticum_2_1_31,4750
Fusobacterium_nucleatum_subsp._animalis_21_1A,4026
Escherichia_coli_MS_119-7,5325
Fusobacterium_gonidiaformans_3-1-5R,1890
Bacteroides_finegoldii_DSM_17565,8970
Bacteroides_plebeius_DSM_17135,7866
Lachnospiraceae_bacterium_6_1_63FAA,5242
Ralstonia_sp._5_2_56FAA,9740
Streptomyces_sp._HPH0547,13270
Helicobacter_pylori_GAMchJs114i,3310
Lachnospiraceae_bacterium_9_1_43BFAA,5440
Helicobacter_pylori_GAMchJs124i,3306
Bacteroides_coprophilus_DSM_18228_=_JCM_13818,7676
Bifidobacterium_pseudocatenulatum_DSM_20438_=_JCM_1200_=_LMG_10505,2151
Clostridium_celatum_DSM_1785,6906
Bacteroides_sp._3_1_40A,9128
Bacteroides_eggerthii_1_2_48FAA,7724
Eubacterium]_dolichum_DSM_3991,4700
Clostridium]_spiroforme_DSM_1552,4930
Clostridium]_leptum_DSM_753,7846
Eubacterium]_siraeum_DSM_15702,5406
Lactobacillus_antri_DSM_16041,4448
Helicobacter_pylori_GAM260ASi,3336
Lactobacillus_acidophilus_ATCC_4796,4040
Collinsella_intestinalis_DSM_13280,3568
Bifidobacterium_adolescentis_L2-32,4856
Methanobrevibacter_smithii_DSM_2374,3432
Clostridium_sp._L2-50,5898
Faecalibacterium_prausnitzii_A2-165,6950
Fusobacterium_nucleatum_subsp._animalis_11_3_2,5282
Bacteroides_fluxus_YIT_12057,7842
Helicobacter_pylori_GAMchJs106B,3212
Clostridiales_butyrate-producing_bacterium_SM4-1,1684
Helicobacter_pylori_GAM252Bi,3230
Streptomyces_sp._HGB0020,16980
Enterococcus_faecalis_PC1.1,2619
Helicobacter_pylori_GAM105Ai,3446
Lactobacillus_brevis_subsp._gravesensis_ATCC_27305,6082
Escherichia_coli_MS_153-1,10934
Clostridium]_clostridioforme_2_1_49FAA,10512
Clostridium]_citroniae_WAL-17108,12158
Escherichia_coli_MS_16-3,10582
Lactobacillus_rhamnosus_LMS2-1,6310
Lactobacillus_ruminis_ATCC_25644,4502
Bacteroides_sp._HPS0048,9734
Peptoclostridium_difficile_70-100-2010,7478
Dysgonomonas_gadei_ATCC_BAA-286,8312
Collinsella_tanakaei_YIT_12063,4424
Clostridium]_symbiosum_WAL-14673,8388
Dorea_formicigenerans_4_6_53AFAA,7680
Klebsiella_sp._MS_92-3,12252
Providencia_stuartii_ATCC_25827,9474
Escherichia_coli_MS_110-3,10858
Fusobacterium_nucleatum_subsp._animalis_D11,2334
Escherichia_coli_MS_115-1,10042
Ruminococcus_sp._5_1_39BFAA,3516
Escherichia_coli_MS_116-1,10324
Bacteroides_sp._4_1_36,7448
Lactobacillus_rhamnosus_GG,2755
Yokenella_regensburgei_ATCC_43003,9420
Bifidobacterium_catenulatum_DSM_16992_=_JCM_1194_=_LMG_11043,1950
Desulfovibrio_sp._3_1_syn3,3096
Dialister_succinatiphilus_YIT_11850,4310
Helicobacter_pylori_GAM244Ai,3332
Erysipelotrichaceae_bacterium_2_2_44A,9952
Providencia_alcalifaciens_DSM_30120,4022
Peptoclostridium_difficile_NAP08,7530
Helicobacter_pylori_GAM201Ai,3300
Turicibacter_sp._HGF1,2815
Veillonella_sp._HPA0037,3722
Bacteroides_coprocola_DSM_17136,8582
Bacteroides_intestinalis_DSM_17393,4911
Bifidobacterium_longum_subsp._infantis_157F,1999
Blautia_hydrogenotrophica_DSM_10507,7738
Ruminococcus_obeum_ATCC_29174,8350
Bacteroides_sp._1_1_30,10598
Bacteroides_salyersiae_WAL_10018_=_DSM_18765_=_JCM_12988,8304
Sutterella_parvirubra_YIT_11816,4966
Parasutterella_excrementihominis_YIT_11859,5502
Bifidobacterium_angulatum_DSM_20098_=_JCM_7096,3496
Clostridium_asparagiforme]_DSM_15981,13636
Leuconostoc_mesenteroides_subsp._cremoris_ATCC_19254,3694
Eubacterium_biforme_DSM_3989,5058
Helicobacter_pylori_GAM265BSii,3430
Holdemania_filiformis_DSM_12042,8446
Clostridium]_hylemonae_DSM_15053,7952
Lactobacillus_ultunensis_DSM_16047,4420
Enterobacteriaceae_bacterium_9_2_54FAA,4086
Enterococcus_faecium_TX1330,5554
Enterococcus_faecalis_TX1322,6012
Clostridium_sporogenes_ATCC_15579,7534
Helicobacter_pylori_GAM80Ai,3332
Coprococcus_eutactus_ATCC_27759,5964
Subdoligranulum_variabile_DSM_15176,6762
Helicobacter_pylori_GAMchJs136i,3404
Flavonifractor_plautii_ATCC_29863,8556
Helicobacter_pylori_HP250AFiii,3242
Finegoldia_magna_ATCC_29328,1813
Parvimonas_micra_ATCC_33270,3356
Bacteroides]_pectinophilus_ATCC_43243,6492
Bacteroides_caccae_ATCC_43185,3855
Desulfovibrio_piger_ATCC_29098,6228
Collinsella_aerofaciens_ATCC_25986,2367
Helicobacter_pylori_GAM119Bi,3438
Paraprevotella_clara_YIT_11840,8020
Helicobacter_pylori_83,1609
Klebsiella_pneumoniae_subsp._pneumoniae_WGLW5,10896
Bacillus_smithii_7_3_47FAA,6588
Helicobacter_pylori_35A,1470
Lactobacillus_fermentum_ATCC_14931,3732
Enterococcus_faecium_PC4.1,2695
Lactobacillus_buchneri_ATCC_11577,6004
Lactobacillus_hilgardii_ATCC_8290,5582
Faecalibacterium_cf._prausnitzii_KLE1255,6710
Paenibacillus_sp._HGF5,6496
Enterococcus_faecalis_TX2137,6000
Butyrivibrio_fibrisolvens_16-4,2904
Escherichia_coli_MS_117-3,10752
Ralstonia_sp._5_7_47FAA,9576
Ruminococcus_sp._SR1-5,3260
Butyricicoccus_pullicaecorum_1.2,6224
Synergistes_sp._3_1_syn1,5920
Propionibacterium_sp._5_U_42AFAA,4752
Oxalobacter_formigenes_HOxBLS,4520
Coprobacillus_sp._D7,6608
Helicobacter_winghamensis_ATCC_BAA-430,1639
Oxalobacter_formigenes_OXCC13,2076
Clostridium_sp._7_3_54FAA,9986
Helicobacter_pylori_GAM103Bi,3318
Campylobacter_sp._10_1_50,3852
Bacteroides_sp._2_1_56FAA,9812
Helicobacter_pylori_GAM112Ai,3420
Bacteroides_ovatus_3_8_47FAA,10180
Pediococcus_acidilactici_DSM_20284,3768
Coprobacillus_sp._3_3_56FAA,7910
Helicobacter_pylori_HP250BFii,3246
Prevotella_stercorea_DSM_18206,6034
Helicobacter_pylori_GAMchJs117Ai,3260
Bacteroides_dorei_DSM_17855,9932
Escherichia_coli_MS_107-1,5148
Streptococcus_equinus_ATCC_9812,3586
Lactobacillus_delbrueckii_subsp._lactis_DSM_20072,4012
Helicobacter_pylori_GAM42Ai,3344
Escherichia_coli_D9,4721
Catenibacterium_mitsuokai_DSM_15897,2977
Bifidobacterium_longum_subsp._infantis_CCUG_52486,2240
Clostridiales_bacterium_1_7_47FAA,6252
Helicobacter_pylori_HP250ASii,3250
Providencia_rettgeri_DSM_1131,9508
Anaerostipes_hadrus_DSM_3319,5582
Clostridium]_symbiosum_WAL-14163,9376
Clostridium_perfringens_WAL-14572,6366
Clostridium]_hathewayi_WAL-18680,10366
Enterococcus_faecalis_TX0104,6546
Bacteroides_sp._3_2_5,8262
Helicobacter_pylori_HP260AFi,3348
Bacteroides_sp._4_3_47FAA,9412
Helicobacter_pylori_HP260AFii,3350
Bacteroides_sp._D2,10400
Escherichia_coli_MS_85-1,5994
Helicobacter_pylori_HP260BFii,3264
Bacteroides_sp._1_1_6,10858
Bacteroides_fragilis_3_1_12,4927
Bacteroides_sp._2_2_4,5959
Fusobacterium_nucleatum_subsp._animalis_3_1_33,4216
Tyzzerella_nexilis_DSM_1787,8478
Mitsuokella_multacida_DSM_20544,5116
Providencia_rustigianii_DSM_4541,7938
Clostridium]_hiranonis_DSM_13275,4542
Bacteroides_sp._3_1_23,4910
Streptococcus_sp._HPH0090,3320
Neisseria_macacae_ATCC_33926,6006
Bifidobacterium_longum_subsp._longum_ATCC_55813,4218
Helicobacter_pylori_GAM250AFi,3236
Helicobacter_pylori_GAM249T,3320
Peptoclostridium_difficile_NAP07,7180
Helicobacter_pylori_GAM245Ai,3380
Helicobacter_pylori_GAM114Ai,3312
Helicobacter_pylori_GAM264Ai,3288
Paenibacillus_sp._HGH0039,11338
Staphylococcus_sp._HGB0015,4572
Helicobacter_pylori_GAM210Bi,3340
Campylobacter_coli_JV20,3546
Cedecea_davisae_DSM_4568,9610
Ruminococcaceae_bacterium_D16,5988
Helicobacter_pylori_GAM231Ai,3316
Desulfitobacterium_hafniense_DP7,10814
Helicobacter_pylori_GAM120Ai,3432
Escherichia_coli_SE15,4488
Fusobacterium_gonidiaformans_ATCC_25563,1621
Prevotella_copri_DSM_18205,6674
Clostridium]_hathewayi_DSM_13479,15144
Helicobacter_pylori_GAM118Bi,3412
Lactobacillus_reuteri_MM2-3,4090
Helicobacter_pylori_GAM263BFi,3356
Helicobacter_pylori_HP250BFiV,3276
Coprococcus_comes_ATCC_27758,7826
Bifidobacterium_longum_subsp._longum_44B,2262
Streptococcus_infantarius_subsp._infantarius_ATCC_BAA-102,4102
Lactobacillus_paracasei_subsp._paracasei_ATCC_25302,6084
Listeria_grayi_DSM_20601,5250
Lactobacillus_plantarum_subsp._plantarum_ATCC_14917_=_JCM_1149_=,6308
Helicobacter_pylori_HP250AFii,3244
Bacillus_sp._7_6_55CFAA_CT2,11556
Erysipelotrichaceae_bacterium_6_1_45,9652
Bilophila_sp._4_1_30,8228
Bilophila_wadsworthia_3_1_6,7572
Burkholderiales_bacterium_1_1_47,2377
Lachnospiraceae_bacterium_6_1_37FAA,5900
Corynebacterium_ammoniagenes_DSM_20306,5308
Prevotella_salivae_DSM_15606,2840
Campylobacter_upsaliensis_JV21,1605
Arcobacter_butzleri_JV22,964
Helicobacter_pullorum_MIT_98-5489,2008
Helicobacter_cinaedi_CCUG_18818,2373
Helicobacter_canadensis_MIT_98-5491,1627
Helicobacter_pylori_GAM250T,3246
Escherichia_coli_SE11,5002
Fusobacterium_necrophorum_subsp._funduliforme_1_1_36S,6394
Ruminococcus_champanellensis_18P13_=_JCM_17042,2114
Turicibacter_sanguinis_PC909,2781
Bacteroides_vulgatus_PC510,3956
Bifidobacterium_longum_subsp._longum_2-2B,2412
Bacteroides_ovatus_SD_CMC_3f,5286
Megamonas_funiformis_YIT_11815,5058
Odoribacter_laneus_YIT_12061,6206
Slackia_piriformis_YIT_12062,3598
Proteus_penneri_ATCC_35198,9818
Eubacterium]_siraeum_70-3,2347
Escherichia_coli_MS_21-1,11488
Clostridiales_butyrate-producing_bacterium_SS3-4,2993
Ruminococcus_bromii_L2-63,1811
Faecalibacterium_prausnitzii_SL3-3,2746
Escherichia_coli_MS_57-2,10452
Bifidobacterium_dentium_ATCC_27678,2430
Bacteroides_dorei_5_1_36-D4,8844
Helicobacter_pylori_HP250BFi,3362
Ruminococcus_lactaris_ATCC_29176,5500
Parabacteroides_merdae_ATCC_43184,8768
Clostridium_sp._7_2_43FAA,6784
Parabacteroides_sp._20_3,4871
Bacteroides_sp._1_1_14,4761
Fusobacterium_nucleatum_subsp._animalis_ATCC_51191,5554
Helicobacter_pylori_GAM254Ai,3372
Collinsella_stercoris_DSM_13279,5058
Erysipelatoclostridium_ramosum_DSM_1402,6338
Intestinibacter_bartlettii_DSM_16795,5574
Pediococcus_acidilactici_7_4,1838
Veillonella_sp._3_1_44,1816
Propionibacterium_sp._HGH0353,5000
Lactobacillus_reuteri_CF48-3A,4328
Proteus_mirabilis_WGLW6,7476
Desulfovibrio_sp._6_1_46AFAA,6652
Clostridium]_cf._saccharolyticum_K10,3073
Marvinbryantia_formatexigens_DSM_14469,4896
Butyrivibrio_crossotus_DSM_2876,5058
Paenisporosarcina_sp._HGH0030,6898
Helicobacter_pylori_GAM100Ai,3338
Helicobacter_pylori_HP250ASi,3248
Alistipes_indistinctus_YIT_12060,4696
Barnesiella_intestinihominis_YIT_11860,5626
Bacteroides_oleiciplenus_YIT_12058,11060
Citrobacter_freundii_4_7_47CFAA,9722
Anaerococcus_hydrogenalis_DSM_7454,2069
Helicobacter_pylori_GAM83T,3310
Acidaminococcus_sp._D21,2005
Streptococcus_anginosus_1_2_62CV,3534
Enterococcus_sp._7L76,2295
Bacteroides_uniformis_ATCC_8492,9326
Parabacteroides_sp._D13,4494
Bacteroides_sp._D20,3652
Escherichia_coli_MS_200-1,10686
Bacteroides_sp._3_1_33FAA,4666
Escherichia_coli_MS_198-1,11212
Bacteroides_sp._2_1_33B,3966
Escherichia_coli_MS_196-1,11172
Escherichia_coli_MS_124-1,5972
Citrobacter_sp._30_2,9366
Escherichia_coli_MS_145-7,5493
Clostridium_sp._D5,4498
Escherichia_coli_MS_79-10,5258
Sutterella_wadsworthensis_3_1_45B,4746
Streptococcus_sp._2_1_36FAA,4222
